Source,Target,Weight,Sigmoid
44350607,20580498,3,0.9525741268224334
2504560,10267020,2,0.8807970779778823
16286131,18402447,16,0.9999998874648379
65914086,8514,1,0.7310585786300049
50489089,58331146,2,0.8807970779778823
50489089,47903333,2,0.8807970779778823
50489089,52764346,2,0.8807970779778823
66953538,65843523,2,0.8807970779778823
77648370,23041972,3,0.9525741268224334
12256376,14562056,94,1.0
54980593,1446467,10,0.9999546021312976
70202506,53911920,36,0.9999999999999998
42655713,9813732,1,0.7310585786300049
53911920,70202506,52,1.0
12256376,67763937,44,1.0
11855195,27193779,1,0.7310585786300049
69178967,5894962,1,0.7310585786300049
20580498,54503347,1,0.7310585786300049
17714713,17689377,3,0.9525741268224334
17928207,46297649,19,0.9999999943972036
8745199,3149845,1,0.7310585786300049
7921466,3038937,1,0.7310585786300049
72495579,16752620,2,0.8807970779778823
7693799,71081599,5,0.9933071490757153
67793333,23059575,1,0.7310585786300049
70202506,21641241,4,0.9820137900379085
24195339,20929025,5,0.9933071490757153
51392574,24560307,1,0.7310585786300049
63436679,26987049,1,0.7310585786300049
77385607,28449431,1,0.7310585786300049
67130793,21244924,1,0.7310585786300049
49598840,36960293,19,0.9999999943972036
8454338,1276752,3,0.9525741268224334
35015510,9384267,2,0.8807970779778823
45793760,35640229,1,0.7310585786300049
43679310,47394776,1,0.7310585786300049
20580498,62091339,3,0.9525741268224334
31404632,24560307,4,0.9820137900379085
24474126,3638964,48,1.0
4613662,4992906,1,0.7310585786300049
18306152,481872,2,0.8807970779778823
43372569,39504796,2,0.8807970779778823
32164706,34259117,1,0.7310585786300049
70860688,20580498,1,0.7310585786300049
33653601,658518,3,0.9525741268224334
658518,33653601,4,0.9820137900379085
37144575,39487546,7,0.9990889488055994
11672345,18609427,1,0.7310585786300049
41881900,20929025,93,1.0
4297273,4874026,1,0.7310585786300049
11391151,33653601,3,0.9525741268224334
2804438,2744972,1,0.7310585786300049
4331833,4331836,5,0.9933071490757153
16286131,20552964,7,0.9990889488055994
18055618,25462659,4,0.9820137900379085
6093316,20929025,27,0.9999999999981204
48337670,15778981,1,0.7310585786300049
10969551,12296490,2,0.8807970779778823
67616103,77648370,75,1.0
77648370,67616103,15,0.999999694097773
51117837,45717250,4,0.9820137900379085
55698731,18150451,3,0.9525741268224334
7691631,31046054,11,0.999983298578152
17548747,31524768,1,0.7310585786300049
31696383,7053637,20,0.9999999979388463
31696383,24604008,5,0.9933071490757153
37489525,41756998,8,0.9996646498695336
3638964,24474126,18,0.9999999847700205
41881900,60630844,4,0.9820137900379085
68243930,55796146,10,0.9999546021312976
29137950,31492490,2,0.8807970779778823
70253839,26316966,1,0.7310585786300049
23041972,77648370,12,0.9999938558253978
41690044,45687347,1,0.7310585786300049
15257,8514,3,0.9525741268224334
76606588,9384267,2,0.8807970779778823
31746003,5746963,1,0.7310585786300049
72242954,11167738,1,0.7310585786300049
2055965,2006876,1,0.7310585786300049
61739430,20580498,1,0.7310585786300049
3827595,54980593,1,0.7310585786300049
14000045,8514,3,0.9525741268224334
40686014,57333709,23,0.9999999998973812
38130117,20896532,1,0.7310585786300049
20789757,77085298,17,0.9999999586006244
27729926,23357588,1,0.7310585786300049
12256376,78882584,209,1.0
26908699,2835111,6,0.9975273768433653
55400726,24195339,1,0.7310585786300049
10062583,19483273,1,0.7310585786300049
41881900,44774566,30,0.9999999999999065
15127462,68402336,3,0.9525741268224334
26057458,501687,3,0.9525741268224334
76388565,16394957,2,0.8807970779778823
9325315,64396357,1,0.7310585786300049
41291958,6543378,4,0.9820137900379085
61421499,61421257,1,0.7310585786300049
43445823,41029840,8,0.9996646498695336
64340188,8745199,1,0.7310585786300049
28017541,4095287,2,0.8807970779778823
43385504,67763937,2,0.8807970779778823
65661776,42283287,1,0.7310585786300049
10230369,23206290,1,0.7310585786300049
16256144,23202451,4,0.9820137900379085
12320895,66981433,2,0.8807970779778823
15045751,10247874,5,0.9933071490757153
62559673,10064545,1,0.7310585786300049
3623050,53238813,5,0.9933071490757153
43505757,71392749,11,0.999983298578152
9845551,6093316,1,0.7310585786300049
46918116,6235174,1,0.7310585786300049
56542476,23096959,1,0.7310585786300049
5864719,7289642,1,0.7310585786300049
12271469,1446467,1,0.7310585786300049
11672345,20929025,18,0.9999999847700205
25003905,67723354,5,0.9933071490757153
20929025,19606628,1,0.7310585786300049
47133414,108278,1,0.7310585786300049
51556828,7691631,12,0.9999938558253978
1530210,37357499,1,0.7310585786300049
168370,488514,1,0.7310585786300049
7760890,3301400,1,0.7310585786300049
843222,28710753,3,0.9525741268224334
31492490,69958429,4,0.9820137900379085
64798443,74075655,2,0.8807970779778823
47649855,47671127,3,0.9525741268224334
37093486,321278,1,0.7310585786300049
36891867,21399598,7,0.9990889488055994
76603199,3678731,1,0.7310585786300049
10097543,4859310,12,0.9999938558253978
47844713,28710753,1,0.7310585786300049
17030079,3638964,1,0.7310585786300049
6486840,23096959,2,0.8807970779778823
65585556,16563587,1,0.7310585786300049
44264925,41881900,6,0.9975273768433653
